TTP,weight
T1059,0.002208480565371025
T1129,0.002208480565371025
T1218.010,0.002061248527679623
T1218.007,0.002061248527679623
T1071.003,0.002061248527679623
T1102,0.002061248527679623
T1029,0.002061248527679623
T1070.001,0.002061248527679623
T1048.003,0.002061248527679623
T1068,0.002061248527679623
T1069.001,0.002061248527679623
T1003.001,0.0019140164899882214
T1497,0.0019140164899882214
T1020,0.0019140164899882214
T1090.003,0.0019140164899882214
T1090.001,0.0019140164899882214
T1021.001,0.0017667844522968198
T1102.001,0.0017667844522968198
T1555,0.0017667844522968198
T1564.004,0.0016195524146054182
T1560.002,0.0016195524146054182
T1087.002,0.0016195524146054182
T1203,0.0016195524146054182
T1136.001,0.0016195524146054182
T1001.003,0.0016195524146054182
T1210,0.0016195524146054182
T1552.001,0.0016195524146054182
T1001.001,0.0016195524146054182
T1185,0.0016195524146054182
T1053.003,0.0014723203769140165
T1134,0.0014723203769140165
T1069.002,0.0014723203769140165
T1071.002,0.0014723203769140165
T1480,0.001325088339222615
T1056.004,0.001325088339222615
T1134.001,0.001325088339222615
T1529,0.001325088339222615
T1570,0.001325088339222615
T1030,0.001325088339222615
T1218.005,0.001177856301531213
T1222.002,0.001177856301531213
T1205,0.001177856301531213
T1567.002,0.001177856301531213
T1539,0.001177856301531213
T1001.002,0.001177856301531213
T1543.004,0.001177856301531213
T1090.002,0.001177856301531213
T1027.005,0.001177856301531213
T1559.002,0.001177856301531213
T1546.015,0.001177856301531213
T1110.001,0.001177856301531213
T1056.002,0.001177856301531213
T1071,0.001177856301531213
T1554,0.0010306242638398115
T1222.001,0.0010306242638398115
T1189,0.0010306242638398115
T1559.001,0.0010306242638398115
T1134.002,0.0010306242638398115
T1197,0.0010306242638398115
T1572,0.0010306242638398115
T1496,0.0010306242638398115
T1080,0.0010306242638398115
T1003.002,0.0010306242638398115
T1114.001,0.0010306242638398115
T1132.002,0.0010306242638398115
T1219,0.0008833922261484099
T1573,0.0008833922261484099
T1217,0.0008833922261484099
T1568,0.0008833922261484099
T1003,0.0008833922261484099
T1505.003,0.0008833922261484099
T1048,0.0008833922261484099
T1561.002,0.0008833922261484099
T1055.004,0.0008833922261484099
T1552.004,0.0008833922261484099
T1078,0.0008833922261484099
T1547.004,0.0008833922261484099
T1546.003,0.0008833922261484099
T1087.003,0.0008833922261484099
T1542.003,0.0008833922261484099
T1620,0.0007361601884570083
T1555.004,0.0007361601884570083
T1001,0.0007361601884570083
T1016.001,0.0007361601884570083
T1069,0.0007361601884570083
T1040,0.0007361601884570083
T1052.001,0.0007361601884570083
T1110,0.0007361601884570083
T1021.005,0.0007361601884570083
T1104,0.0007361601884570083
T1055.002,0.0007361601884570083
T1039,0.0005889281507656066
T1555.001,0.0005889281507656066
T1102.003,0.0005889281507656066
T1078.003,0.0005889281507656066
T1037.001,0.0005889281507656066
T1133,0.0005889281507656066
T1078.002,0.0005889281507656066
T1036.001,0.0005889281507656066
T1569.001,0.0005889281507656066
T1027.004,0.0005889281507656066
T1132,0.0005889281507656066
T1574.006,0.0005889281507656066
T1614,0.0005889281507656066
T1561.001,0.0005889281507656066
T1480.001,0.0005889281507656066
T1037.004,0.0005889281507656066
T1134.004,0.00044169611307420494
T1552.002,0.00044169611307420494
T1574,0.00044169611307420494
T1553.006,0.00044169611307420494
T1543.002,0.00044169611307420494
T1553.004,0.00044169611307420494
T1553.001,0.00044169611307420494
T1567,0.00044169611307420494
T1546.011,0.00044169611307420494
T1546.010,0.00044169611307420494
T1564,0.00044169611307420494
T1190,0.00044169611307420494
T1547,0.00044169611307420494
T1078.001,0.00044169611307420494
T1195.002,0.00044169611307420494
T1562.006,0.00044169611307420494
T1548.003,0.00044169611307420494
T1622,0.00044169611307420494
T1609,0.00044169611307420494
T1098.004,0.00044169611307420494
T1542.001,0.00044169611307420494
T1565.002,0.00044169611307420494
T1484.001,0.00044169611307420494
T1482,0.00044169611307420494
T1114.002,0.00044169611307420494
T1564.006,0.00044169611307420494
T1611,0.00044169611307420494
T1555.005,0.00044169611307420494
T1547.015,0.00044169611307420494
T1531,0.00044169611307420494
T1176,0.00044169611307420494
T1059.002,0.00044169611307420494
T1564.005,0.00044169611307420494
T1055.003,0.00044169611307420494
T1056,0.0002944640753828033
T1568.001,0.0002944640753828033
T1055.011,0.0002944640753828033
T1055.013,0.0002944640753828033
T1550.002,0.0002944640753828033
T1053,0.0002944640753828033
T1559,0.0002944640753828033
T1070.005,0.0002944640753828033
T1556.003,0.0002944640753828033
T1556,0.0002944640753828033
T1548.001,0.0002944640753828033
T1564.010,0.0002944640753828033
T1070.003,0.0002944640753828033
T1499,0.0002944640753828033
T1092,0.0002944640753828033
T1218.002,0.0002944640753828033
T1218.004,0.0002944640753828033
T1221,0.0002944640753828033
T1610,0.0002944640753828033
T1137.001,0.0002944640753828033
T1491.001,0.0002944640753828033
T1495,0.0002944640753828033
T1497.002,0.0002944640753828033
T1547.013,0.0002944640753828033
T1110.003,0.0002944640753828033
T1505.004,0.0002944640753828033
T1098,0.0002944640753828033
T1546.012,0.0002944640753828033
T1090.004,0.0002944640753828033
T1546.004,0.0002944640753828033
T1021,0.0002944640753828033
T1547.012,0.0002944640753828033
T1547.008,0.0002944640753828033
T1547.006,0.0002944640753828033
T1021.004,0.0002944640753828033
T1564.002,0.00014723203769140164
T1021.006,0.00014723203769140164
T1003.004,0.00014723203769140164
T1037.005,0.00014723203769140164
T1615,0.00014723203769140164
T1003.005,0.00014723203769140164
T1613,0.00014723203769140164
T1036.003,0.00014723203769140164
T1601.001,0.00014723203769140164
T1011.001,0.00014723203769140164
T1598.003,0.00014723203769140164
T1564.009,0.00014723203769140164
T1036.006,0.00014723203769140164
T1598.002,0.00014723203769140164
T1565.001,0.00014723203769140164
T1588.003,0.00014723203769140164
T1021.003,0.00014723203769140164
T1574.013,0.00014723203769140164
T1574.010,0.00014723203769140164
T1566,0.00014723203769140164
T1036.007,0.00014723203769140164
T1027.006,0.00014723203769140164
T1213,0.00014723203769140164
T1563.002,0.00014723203769140164
T1111,0.00014723203769140164
T1546.002,0.00014723203769140164
T1543,0.00014723203769140164
T1542.002,0.00014723203769140164
T1110.002,0.00014723203769140164
T1505.002,0.00014723203769140164
T1505.001,0.00014723203769140164
T1499.004,0.00014723203769140164
T1498,0.00014723203769140164
T1110.004,0.00014723203769140164
T1127.001,0.00014723203769140164
T1562.009,0.00014723203769140164
T1134.003,0.00014723203769140164
T1137.006,0.00014723203769140164
T1220,0.00014723203769140164
T1187,0.00014723203769140164
T1218.012,0.00014723203769140164
T1195.001,0.00014723203769140164
T1218.009,0.00014723203769140164
T1201,0.00014723203769140164
T1218.001,0.00014723203769140164
T1087,0.00014723203769140164
T1546.009,0.00014723203769140164
T1547.002,0.00014723203769140164
T1074,0.00014723203769140164
T1562,0.00014723203769140164
T1053.002,0.00014723203769140164
T1055.005,0.00014723203769140164
T1557,0.00014723203769140164
T1556.004,0.00014723203769140164
T1556.002,0.00014723203769140164
T1556.001,0.00014723203769140164
T1055.015,0.00014723203769140164
T1555.002,0.00014723203769140164
T1070.002,0.00014723203769140164
T1552.005,0.00014723203769140164
T1202,0.00014723203769140164
T1552.003,0.00014723203769140164
T1552,0.00014723203769140164
T1550.003,0.00014723203769140164
T1550,0.00014723203769140164
T1548.004,0.00014723203769140164
T1072,0.00014723203769140164
T1547.014,0.00014723203769140164
T1647,0.00014723203769140164
